User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Quantity Sold,Unit Price,Total Sales,Customer Age
1002858,Adhvaita,P00034442,M,0-17,16,1,Madhya Pradesh,Central,Healthcare,Food,4,15676,4,158.98,635.92,21
1004802,Patil,P00089242,F,55+,65,0,Maharashtra,Western,Aviation,Food,4,15675,7,305.15,2136.05,23
1005074,MacKendrick,P00195842,F,0-17,17,0,Uttar Pradesh,Central,Healthcare,Food,2,15675,5,176.04,880.2,45
1000312,Gilpin,P00058042,M,51-55,53,1,Uttar Pradesh,Central,Aviation,Food,3,15675,1,180.41,180.41,54
1002664,percer,P00221142,F,36-45,38,0,Himachal Pradesh,Northern,Banking,Food,3,15674,3,138.45,415.35,23
1003652,Willingham,P00074242,F,26-35,27,0,Delhi,Central,Textile,Food,4,15672,6,179.1,1074.6,18
1003651,Kotsonis,P00116142,F,26-35,28,0,Maharashtra,Western,IT Sector,Food,3,15671,9,135.52,1219.68,29
1000515,DeCherney,P00108442,F,26-35,30,1,Uttar Pradesh,Central,Banking,Food,1,15670,4,29.99,119.96,37
1004074,Zuschuss,P00115542,F,36-45,42,1,Karnataka,Southern,Automobile,Food,3,15669,10,364.03,3640.3,18
1002116,Stuti,P00135442,F,18-25,25,0,Uttar Pradesh,Central,Automobile,Food,2,15669,5,119.58,597.9,69
1000984,Ben,P00288442,F,51-55,51,1,Haryana,Northern,Automobile,Food,2,15668,6,257.63,1545.78,23
1001980,Christina,P00269642,F,36-45,38,0,Uttar Pradesh,Central,Healthcare,Food,3,15668,4,499.6,1998.4,54
1003990,Cathy,P00123842,F,26-35,33,0,Madhya Pradesh,Central,Healthcare,Food,2,15666,9,218.72,1968.48,65
1003724,Devendra,P00128342,F,36-45,41,1,Delhi,Central,IT Sector,Food,4,15665,5,229.39,1146.95,67
1005312,Brooke,P00154642,F,26-35,35,1,Karnataka,Southern,Retail,Food,2,15665,2,313.21,626.42,34
1004139,Ulpright,P00033042,F,55+,63,0,Madhya Pradesh,Central,IT Sector,Food,2,15665,9,320.6,2885.4,45
1003661,Nandita,P00118742,F,36-45,42,0,Andhra Pradesh,Southern,Healthcare,Food,2,15664,7,87.98,615.86,30
1002235,Kishwar,P00265542,F,0-17,15,1,Delhi,Central,Govt,Food,1,15662,4,438.26,1753.04,36
1001112,Abelman,P00083242,F,18-25,24,0,Delhi,Central,IT Sector,Food,3,15661,3,193.55,580.65,22
1004681,Wallace,P00331442,M,36-45,44,1,Kerala,Southern,Banking,Food,2,15659,4,301.78,1207.12,70
1004611,Apoorv,P00110942,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,2,15659,5,387.01,1935.05,53
1005264,Barbara,P00000142,F,18-25,22,0,Uttar Pradesh,Central,Retail,Food,4,15659,4,132.15,528.6,53
1002751,Allen,P00299142,M,26-35,34,1,Himachal Pradesh,Northern,Lawyer,Food,2,15658,9,11.85,106.65,66
1003145,Ballentine,P00119842,F,18-25,22,0,Maharashtra,Western,Hospitality,Food,4,15657,10,255.91,2559.1,68
1004556,Zic,P00119242,F,46-50,46,0,Karnataka,Southern,Govt,Food,3,15655,4,309.53,1238.12,54
1004833,Chandni,P00216342,F,36-45,37,0,Karnataka,Southern,Textile,Food,2,15654,6,262.32,1573.92,47
1005738,O'Donnell,P00280742,F,26-35,29,0,Uttar Pradesh,Central,Media,Food,4,15654,7,443.88,3107.16,25
1004153,Heidel,P00237542,F,51-55,51,1,Haryana,Northern,Banking,Food,1,15653,4,436.51,1746.04,63
1004589,Dunbar,P00129642,F,26-35,28,1,Uttar Pradesh,Central,Media,Food,1,15653,4,43.18,172.72,43
1005185,Talbott,P00100042,M,36-45,40,0,Uttar Pradesh,Central,Aviation,Food,3,15653,5,273.24,1366.2,63
1004310,Shaun,P00236642,F,26-35,32,0,Madhya Pradesh,Central,Hospitality,Food,3,15651,10,376.51,3765.1,24
1000604,Pistek,P00168842,F,46-50,46,0,Maharashtra,Western,Chemical,Food,2,15650,6,42.5,255,31
1000669,Jesslyn,P00054942,F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Food,3,15650,3,463.62,1390.86,62
1004904,Priyanshu,P00275642,F,51-55,53,1,Uttar Pradesh,Central,Chemical,Food,1,15650,9,48.1,432.9,69
1001843,Maribeth,P00324942,F,26-35,26,0,Madhya Pradesh,Central,Govt,Food,3,15648,8,77.23,617.84,60
1002872,Girase,P00055542,F,26-35,28,0,Maharashtra,Western,Media,Food,1,15647,9,158.79,1429.11,27
1005680,Mary,P00112142,F,51-55,55,1,Maharashtra,Western,Banking,Food,3,15647,7,297.63,2083.41,43
1004743,Cox,P00083942,F,55+,73,1,Madhya Pradesh,Central,Govt,Food,3,15646,6,129.38,776.28,64
1001314,Bzostek,P00125942,M,18-25,21,1,Madhya Pradesh,Central,Banking,Food,1,15645,1,285.31,285.31,49
1003562,Sonal,P00130442,M,26-35,33,0,Uttar Pradesh,Central,IT Sector,Food,1,15645,3,62.7,188.1,53
1002063,Shreyshi,P00187942,F,26-35,29,0,Karnataka,Southern,Banking,Food,4,15644,3,453.74,1361.22,65
1000704,Nathan,P00364842,M,36-45,37,0,Telangana,Southern,Automobile,Food,2,15644,7,134.25,939.75,36
1001752,Crestani,P00151742,F,26-35,26,0,Maharashtra,Western,Banking,Food,3,15641,4,264.83,1059.32,52
1005437,Mitchum,P00059442,F,26-35,33,0,Haryana,Northern,Lawyer,Food,2,15639,5,267.53,1337.65,42
1001681,Harold,P00177642,F,18-25,22,1,Uttar Pradesh,Central,Agriculture,Food,4,15639,6,119.02,714.12,47
1005249,Ajay,P00286742,M,46-50,50,0,Punjab,Northern,Govt,Food,1,15637,2,264.91,529.82,27
1002799,Adrian,P00000142,F,18-25,19,1,Delhi,Central,Media,Food,1,15633,7,292.76,2049.32,52
1003884,Catlett,P00227642,F,18-25,25,1,Karnataka,Southern,Aviation,Food,2,15633,4,174.97,699.88,45
1004181,Garverick,P00303142,M,26-35,31,1,Maharashtra,Western,Media,Food,4,15633,3,314.4,943.2,70
1002700,Ankit,P00148642,F,26-35,28,1,Uttar Pradesh,Central,Chemical,Food,4,15633,10,210.73,2107.3,34
1001883,Praneet,P00091042,M,51-55,52,1,Delhi,Central,Govt,Food,4,15632,1,155.27,155.27,25
1001767,Manju,P00033942,F,26-35,29,0,Uttar Pradesh,Central,Textile,Food,4,15631,4,126.27,505.08,41
1002342,Rashmi,P00368642,F,36-45,45,0,Uttar Pradesh,Central,Retail,Food,4,15631,9,131.57,1184.13,58
1005504,Ashmeet,P00013142,F,46-50,46,0,Bihar,Eastern,Media,Food,1,15630,4,385.1,1540.4,56
1004374,Neha,P00059742,F,18-25,23,0,Uttar Pradesh,Central,Hospitality,Food,4,15627,7,299.59,2097.13,23
1000533,Akash,P00146742,F,26-35,27,0,Karnataka,Southern,Healthcare,Food,4,15626,7,256.82,1797.74,47
1000881,Beeghly,P00045842,F,18-25,18,0,Maharashtra,Western,Media,Food,3,15626,4,85.83,343.32,28
1000583,Alyssa,P0096442,M,26-35,35,0,Uttar Pradesh,Central,Govt,Food,3,15625,1,430.36,430.36,24
1002236,Sharda,P00364242,F,0-17,12,0,Uttar Pradesh,Central,IT Sector,Food,1,15624,2,173.73,347.46,46
1001015,Bharat,P00026042,F,36-45,37,1,Maharashtra,Western,Lawyer,Food,3,15623,7,397.73,2784.11,46
1002027,Shivam,P00117442,M,26-35,31,1,Karnataka,Southern,Textile,Food,2,15622,4,298.9,1195.6,39
1001252,McMahon,P00105642,F,55+,61,0,Karnataka,Southern,Retail,Food,4,15622,2,145.9,291.8,65
1002302,Leslie,P00145642,F,51-55,52,0,Haryana,Northern,Banking,Food,2,15617,2,147.98,295.96,36
1003539,Rahul,P00266542,M,26-35,32,0,Jharkhand,Eastern,Hospitality,Food,2,15617,2,329.84,659.68,41
1001130,Vivian,P00221142,F,18-25,23,1,Maharashtra,Western,Automobile,Food,2,15617,3,361.97,1085.91,58
1004343,Swetlana,P00042142,F,26-35,35,0,Maharashtra,Western,Healthcare,Food,1,15617,1,276.67,276.67,39
1001752,Crestani,P00183242,F,26-35,33,0,Haryana,Northern,Banking,Food,1,15615,3,407.7,1223.1,42
1000575,Katherine,P00304642,F,26-35,28,1,Maharashtra,Western,Healthcare,Food,2,15615,3,180.74,542.22,31
1000746,Uudhav,P00313342,M,18-25,25,1,Kerala,Southern,Automobile,Food,3,15614,10,404.5,4045,19
1001044,Badders,P00116842,F,26-35,30,1,Delhi,Central,Lawyer,Food,2,15613,4,157.77,631.08,54
1005809,Carlos,P00100842,M,26-35,30,0,Uttar Pradesh,Central,Media,Food,4,15613,2,26.35,52.7,21
1003400,Ramesh,P00044442,F,26-35,31,1,Uttar Pradesh,Central,IT Sector,Food,1,15613,5,191.64,958.2,53
1002348,Noopur,P00339942,F,51-55,53,1,Uttar Pradesh,Central,Lawyer,Food,4,15611,9,307.36,2766.24,50
1000278,Cindy,P00115042,F,46-50,46,1,Maharashtra,Western,Food Processing,Food,1,15610,1,413.86,413.86,27
1003507,Brenda,P00164642,F,26-35,27,1,Maharashtra,Western,IT Sector,Food,3,15609,1,434.58,434.58,41
1003476,Lalita,P00190242,F,51-55,54,1,Maharashtra,Western,Banking,Food,3,15609,4,32.84,131.36,23
1001069,Krutika,P00201242,F,26-35,30,0,Uttar Pradesh,Central,Banking,Food,3,15607,4,255.94,1023.76,54
1004780,Arindam,P00270942,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,4,15607,9,306.51,2758.59,30
1000881,Beeghly,P00071242,F,18-25,23,1,Karnataka,Southern,Media,Food,3,15606,1,253.2,253.2,33
1000762,Ducich,P00127442,F,0-17,17,1,Uttar Pradesh,Central,Lawyer,Food,3,15605,3,314.48,943.44,44
1002927,Savi,P00275842,F,26-35,33,0,Karnataka,Southern,Govt,Food,3,15603,7,38.19,267.33,26
1005837,Kunst,P00268442,F,26-35,35,0,Uttar Pradesh,Central,Chemical,Food,3,15601,8,422.49,3379.92,41
1000646,Aarushi,P00042142,F,36-45,44,0,Karnataka,Southern,Healthcare,Food,4,15600,7,267.35,1871.45,48
1005738,O'Donnell,P00281942,F,26-35,35,0,Maharashtra,Western,Hospitality,Food,4,15599,2,303.73,607.46,61
1003261,Carter,P00041342,F,46-50,46,1,Uttar Pradesh,Central,IT Sector,Food,2,15599,4,129.71,518.84,57
1002380,Swati,P00192042,F,26-35,33,0,Uttar Pradesh,Central,Aviation,Food,3,15598,1,372.03,372.03,48
1001040,Smriti,P00271142,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,4,15597,8,155.49,1243.92,29
1002469,MacAllister,P00241042,F,26-35,29,1,Bihar,Eastern,Banking,Food,4,15596,4,467.71,1870.84,22
1004921,Srishti,P00251242,M,26-35,35,0,Bihar,Eastern,Aviation,Food,1,15596,7,224.09,1568.63,44
1002934,Brumley,P00026542,M,36-45,38,0,Uttar Pradesh,Central,Media,Food,1,15596,10,136.89,1368.9,35
1001807,Häberlin,P00073642,F,18-25,22,1,Madhya Pradesh,Central,Govt,Food,1,15595,1,125.05,125.05,69
1003971,Selesnick,P00159442,M,18-25,21,0,Telangana,Southern,Textile,Food,3,15595,3,27.46,82.38,23
1005437,Mitchum,P00156742,F,26-35,28,0,Bihar,Eastern,IT Sector,Food,4,15593,2,25.31,50.62,37
1000208,Deirdre,P00200642,F,36-45,43,0,Uttar Pradesh,Central,Chemical,Food,4,15593,1,31.87,31.87,44
1003808,Vishakha,P00169642,F,26-35,26,0,Delhi,Central,Healthcare,Food,4,15592,6,287.34,1724.04,22
1003526,Kartikay,P00195342,F,36-45,40,0,Maharashtra,Western,Aviation,Food,2,15592,2,283.03,566.06,62
1002185,Drucker,P00368042,M,46-50,47,0,Maharashtra,Western,Lawyer,Food,1,15591,8,234.55,1876.4,51
1004719,Charlotte,P00042142,M,36-45,43,1,Madhya Pradesh,Central,Banking,Food,3,15590,6,272.3,1633.8,66
1004041,Fritzler,P00159542,F,18-25,20,0,Madhya Pradesh,Central,Hospitality,Food,1,15588,1,354.07,354.07,35
1005689,Dorothy,P00214342,F,26-35,28,0,Uttar Pradesh,Central,Lawyer,Food,1,15586,5,138.6,693,66
1001695,Catlett,P00127342,F,26-35,33,0,Madhya Pradesh,Central,Automobile,Food,4,15585,5,198.05,990.25,25
1004310,Shaun,P00110742,F,26-35,30,0,Andhra Pradesh,Southern,Construction,Food,3,15583,3,353.21,1059.63,57
1005664,Dean,P00178842,F,18-25,22,0,Bihar,Eastern,Aviation,Food,3,15582,8,17.25,138,59
1002841,Gunjal,P0097342,F,51-55,55,1,Uttar Pradesh,Central,Chemical,Food,2,15582,6,256.29,1537.74,54
1003208,Bowman,P00115942,F,26-35,33,0,Maharashtra,Western,Media,Food,1,15581,7,254.77,1783.39,69
1005042,Glotzbach,P00178242,M,18-25,24,0,Maharashtra,Western,Banking,Food,1,15574,9,496.76,4470.84,28
1003196,Tushina,P00253142,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,2,15573,6,141.13,846.78,53
1000352,Maris,P00127642,F,18-25,23,1,Maharashtra,Western,Govt,Food,4,15573,1,250.76,250.76,46
1002752,Matt,P00232342,F,26-35,31,1,Uttar Pradesh,Central,IT Sector,Food,1,15573,4,388.24,1552.96,19
1002927,Savi,P00021642,F,26-35,28,1,Bihar,Eastern,Banking,Food,3,15572,6,187.96,1127.76,44
1004840,Kinney,P00000142,M,46-50,50,0,Maharashtra,Western,Lawyer,Food,2,15572,4,224.44,897.76,45
1004156,Christine,P00066542,F,55+,67,0,Haryana,Northern,Media,Food,3,15571,1,405.78,405.78,23
1003192,Hooks,P00037142,M,18-25,18,0,Uttarakhand,Central,Automobile,Food,2,15570,6,345.28,2071.68,50
1002208,Ashmi,P00155742,F,26-35,33,0,Bihar,Eastern,Retail,Food,2,15569,7,216.17,1513.19,36
1005880,Zettner,P00128242,F,26-35,29,0,Delhi,Central,Hospitality,Food,4,15567,10,401.03,4010.3,43
1003206,Dan,P00051642,F,18-25,18,0,Maharashtra,Western,Healthcare,Food,4,15567,5,131.53,657.65,55
1001860,Benoit,P00362642,F,55+,56,1,Maharashtra,Western,Govt,Food,3,15567,8,427.94,3423.52,55
1001219,Monica,P00137542,F,26-35,26,1,Uttar Pradesh,Central,Retail,Food,3,15566,8,498.06,3984.48,50
1001372,Cheatham,P00157142,F,0-17,13,1,Madhya Pradesh,Central,Agriculture,Food,3,15564,8,169.14,1353.12,49
1001134,Bertelson,P00070042,F,18-25,18,0,Maharashtra,Western,Construction,Food,1,15564,9,141.31,1271.79,32
1003621,Navdeep,P00200142,F,18-25,18,0,Maharashtra,Western,Construction,Food,2,15564,4,304.42,1217.68,51
1000877,Sanjova,P00026042,F,26-35,31,0,Delhi,Central,Aviation,Food,1,15562,3,307.44,922.32,23
1003576,Alejandro,P00287842,F,51-55,55,1,Maharashtra,Western,Media,Food,4,15562,3,228.15,684.45,50
1001884,Eugene,P00365242,F,46-50,49,0,Haryana,Northern,Media,Food,1,15561,3,405.38,1216.14,19
1005927,Vandana,P00240142,F,36-45,44,1,Uttar Pradesh,Central,Lawyer,Food,3,15561,8,324.24,2593.92,45
1001218,Jaideep,P00111942,F,55+,75,0,Uttar Pradesh,Central,Aviation,Food,1,15561,10,457.96,4579.6,40
1000655,Reiten,P00270542,M,26-35,26,0,Maharashtra,Western,Aviation,Food,4,15559,3,86.38,259.14,55
1004089,Reichenbach,P00279542,F,26-35,29,1,Uttar Pradesh,Central,Aviation,Food,3,15559,9,465.33,4187.97,68
1003620,Catini,P00030842,F,26-35,30,0,Maharashtra,Western,Banking,Food,4,15558,2,200.22,400.44,43
1005394,Cari,P00120042,F,18-25,24,0,Andhra Pradesh,Southern,Healthcare,Food,1,15557,5,436.6,2183,50
1005705,Ward,P00029542,M,18-25,19,1,Uttar Pradesh,Central,Govt,Food,3,15557,2,253.2,506.4,18
1005000,Caudle,P00102542,F,26-35,35,0,Haryana,Northern,Food Processing,Food,4,15556,4,45.6,182.4,18
1001061,Packer,P00110842,F,46-50,46,1,Haryana,Northern,Aviation,Food,3,15556,8,491.32,3930.56,64
1003798,Kartik,P00359142,F,26-35,35,1,Karnataka,Southern,Automobile,Food,4,15556,10,24.8,248,70
1005026,Stuti,P00041342,F,26-35,35,0,Uttar Pradesh,Central,Banking,Food,4,15555,9,176.77,1590.93,38
1002124,Linda,P00344042,F,26-35,35,1,Uttar Pradesh,Central,Banking,Food,2,15554,3,142.52,427.56,24
1005954,Charlotte,P00191642,F,46-50,47,0,Karnataka,Southern,IT Sector,Food,3,15551,2,333.11,666.22,38
1003001,McFarland,P00132042,F,18-25,20,0,Bihar,Eastern,Automobile,Food,1,15549,8,13.81,110.48,56
1000877,Sanjova,P00129042,F,26-35,33,0,Uttar Pradesh,Central,IT Sector,Food,1,15549,8,238.31,1906.48,22
1000093,Amruta,P00028442,F,26-35,29,0,Karnataka,Southern,Media,Food,4,15545,1,116.03,116.03,62
1004399,Yogesh,P00190542,M,18-25,23,0,Rajasthan,Northern,Hospitality,Food,2,15545,6,31.87,191.22,39
1000343,Vrinda,P00242742,M,36-45,37,1,Madhya Pradesh,Central,Banking,Food,1,15544,6,442.37,2654.22,33
1001634,Kelty,P00034842,M,55+,74,0,Maharashtra,Western,Media,Food,1,15543,5,206.36,1031.8,38
1002768,Snehal,P00283942,F,26-35,30,0,Delhi,Central,Govt,Food,4,15542,3,275.04,825.12,53
1001298,Siddharth,P00045842,F,36-45,39,1,Karnataka,Southern,Media,Food,1,15542,5,459.91,2299.55,58
1001748,Alejandro,P00329042,F,51-55,51,1,Bihar,Eastern,Govt,Food,1,15541,1,33.27,33.27,60
1001714,Applegate,P00112142,F,26-35,33,1,Delhi,Central,IT Sector,Food,1,15541,2,165.47,330.94,51
1005600,Muskan,P00085542,M,46-50,46,0,Madhya Pradesh,Central,IT Sector,Food,1,15540,6,27.36,164.16,48
1003600,Damala,P00214342,F,36-45,44,1,Maharashtra,Western,Construction,Food,2,15540,1,367.18,367.18,60
1002358,Mautz,P00248542,M,55+,79,0,Telangana,Southern,Aviation,Food,1,15539,2,264.64,529.28,61
1002620,Turumella,P00255842,F,18-25,25,1,Uttar Pradesh,Central,Media,Food,3,15539,2,292.64,585.28,25
1005111,Amisha,P00303142,F,36-45,39,0,Uttar Pradesh,Central,Hospitality,Food,1,15537,4,372.25,1489,56
1002124,Linda,P00150142,F,26-35,28,1,Delhi,Central,Textile,Food,1,15536,2,437.81,875.62,48
1001119,Avish,P00240842,F,36-45,40,1,Telangana,Southern,IT Sector,Food,4,15536,2,200.96,401.92,23
1002946,Ellis,P00208742,F,36-45,36,0,Uttar Pradesh,Central,Food Processing,Food,4,15536,7,487.64,3413.48,69
1004447,Ajay,P00285242,F,46-50,48,0,Uttar Pradesh,Central,Healthcare,Food,4,15536,4,461.92,1847.68,39
1000604,Pistek,P00286642,F,46-50,50,0,Telangana,Southern,Retail,Food,3,15535,3,64.09,192.27,32
1002071,Erin,P00028842,F,46-50,47,1,Karnataka,Southern,Lawyer,Food,2,15534,4,282.46,1129.84,64
1001752,Crestani,P00249642,F,26-35,26,1,Maharashtra,Western,Construction,Food,4,15534,6,313.38,1880.28,70
1003311,Neola,P00024942,F,26-35,32,0,Maharashtra,Western,IT Sector,Food,1,15534,6,392.05,2352.3,47
1003768,Braxton,P00251942,F,26-35,32,0,Andhra Pradesh,Southern,Govt,Food,2,15533,4,60.6,242.4,55
1002786,Nancy,P00100942,F,26-35,28,0,Karnataka,Southern,Banking,Food,1,15533,7,16.7,116.9,59
1005468,Kshitij,P00107642,F,26-35,32,1,Haryana,Northern,Aviation,Food,1,15531,6,373.02,2238.12,19
1005352,Aditi,P00243242,M,36-45,37,1,Jharkhand,Eastern,Aviation,Food,4,15531,4,75.32,301.28,63
1003454,Amlan,P00093642,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,Food,2,15531,9,493.53,4441.77,25
1004928,Parna,P00024142,M,26-35,27,0,Delhi,Central,Govt,Food,2,15529,1,375.03,375.03,54
1001069,Krutika,P00049642,F,26-35,28,0,Karnataka,Southern,Media,Food,4,15529,1,219.44,219.44,69
1005246,Tracy,P00242142,M,18-25,20,1,Uttar Pradesh,Central,Banking,Food,2,15528,10,69.24,692.4,55
1005046,Derr,P00178642,F,26-35,33,1,Uttar Pradesh,Central,Healthcare,Food,1,15528,7,13.82,96.74,30
1000157,Michelle,P00237542,F,36-45,40,1,Bihar,Eastern,IT Sector,Food,1,15527,3,152.7,458.1,61
1002302,Leslie,P00138542,F,51-55,54,0,Himachal Pradesh,Northern,IT Sector,Food,3,15524,9,489.57,4406.13,36
1003473,Edward,P00121642,M,36-45,37,0,Uttar Pradesh,Central,Media,Food,1,15523,6,304.41,1826.46,23
1004115,Barreto,P00101042,F,26-35,31,1,Madhya Pradesh,Central,Aviation,Food,4,15522,2,488.5,977,45
1003391,Rose,P00128742,F,18-25,20,0,Haryana,Northern,Aviation,Food,4,15519,8,18.96,151.68,69
1001998,Katharine,P00176542,M,51-55,52,0,Karnataka,Southern,Banking,Food,2,15519,10,139.41,1394.1,31
1004298,Laalji,P00187442,M,18-25,20,1,Uttar Pradesh,Central,Healthcare,Food,1,15519,8,182.88,1463.04,27
1001023,Kimberly,P00313542,F,55+,89,0,Uttar Pradesh,Central,IT Sector,Food,1,15519,5,96.27,481.35,18
1002536,Krohn,P00156742,F,55+,63,1,Maharashtra,Western,Banking,Food,1,15517,4,60.56,242.24,38
1001425,Sudevi,P00212842,F,0-17,17,0,Maharashtra,Western,Construction,Food,1,15516,3,123.72,371.16,61
1006007,Jennifer,P00285942,F,36-45,40,1,Maharashtra,Western,Aviation,Food,2,15516,8,31.9,255.2,68
1001952,Rob,P00199442,F,36-45,44,0,Maharashtra,Western,Chemical,Food,1,15516,7,243.74,1706.18,55
1004054,Hitesh,P00177642,F,36-45,37,0,Uttar Pradesh,Central,Lawyer,Food,2,15516,6,40.9,245.4,40
1005914,Pamela,P00054242,F,36-45,44,1,Karnataka,Southern,Chemical,Food,1,15515,10,463.22,4632.2,40
1003546,Nockton,P00067942,F,26-35,33,0,Karnataka,Southern,Healthcare,Food,2,15513,8,118.17,945.36,34
1004867,Chandni,P00334242,F,26-35,32,0,Uttar Pradesh,Central,Chemical,Food,3,15513,4,216.35,865.4,52
1001609,Crier,P00159442,M,36-45,37,0,Maharashtra,Western,Agriculture,Food,1,15511,4,385.21,1540.84,36
1001138,Utkarsh,P00361842,F,18-25,20,0,Delhi,Central,Textile,Food,3,15509,4,129.33,517.32,20
1005193,Ausman,P00307542,F,36-45,39,0,Delhi,Central,Hospitality,Food,3,15508,1,78.57,78.57,33
1001059,Shikhar,P00052842,M,26-35,30,0,Uttar Pradesh,Central,IT Sector,Food,3,15508,10,138.85,1388.5,45
1003859,Sanskriti,P00182142,F,26-35,32,1,Andhra Pradesh,Southern,Hospitality,Food,3,15507,9,337.5,3037.5,65
1004897,Becker,P00062842,F,36-45,45,0,Karnataka,Southern,Retail,Food,2,15507,9,14.68,132.12,53
1000293,Chapman,P00018242,F,55+,69,0,Delhi,Central,Healthcare,Food,2,15506,2,110.21,220.42,42
1001141,Davis,P00261842,M,26-35,27,1,Madhya Pradesh,Central,Govt,Food,1,15506,5,80.26,401.3,48
1001465,Baptist,P00154642,F,51-55,54,0,Delhi,Central,Healthcare,Food,4,15505,3,42.51,127.53,22
1000566,Divyansh,P00310842,F,26-35,26,1,Bihar,Eastern,Aviation,Food,4,15504,7,257.36,1801.52,40
1004144,Edward,P00073842,F,18-25,19,1,Maharashtra,Western,Govt,Food,4,15504,7,295.74,2070.18,39
1005795,Conant,P00219742,F,26-35,28,0,Maharashtra,Western,Banking,Food,2,15503,8,47.8,382.4,43
1000350,Karl,P00138542,F,46-50,49,0,Gujarat,Western,Retail,Food,1,15502,4,111.99,447.96,65
1003129,Palak,P00329242,F,26-35,33,1,Uttar Pradesh,Central,Construction,Food,2,15500,8,231.28,1850.24,57
1002342,Rashmi,P00073842,F,36-45,43,0,Andhra Pradesh,Southern,Banking,Food,2,15499,1,419.07,419.07,28
1003312,Corey-Lock,P00101942,M,18-25,21,0,Kerala,Southern,IT Sector,Food,4,15498,1,441.17,441.17,18
1005011,Anurag,P00218042,F,18-25,22,0,Maharashtra,Western,Construction,Food,4,15496,2,160.46,320.92,37
1001383,Jacobs,P00161942,M,26-35,35,1,Karnataka,Southern,Hospitality,Food,4,15492,2,471.23,942.46,43
1005557,Cynthia,P00002542,F,36-45,41,1,Maharashtra,Western,IT Sector,Food,1,15492,2,185.91,371.82,62
1003872,Shefali,P00025942,F,26-35,33,1,Uttar Pradesh,Central,Automobile,Food,3,15492,1,73.43,73.43,51
1002872,Girase,P00213242,F,26-35,33,0,Uttar Pradesh,Central,Hospitality,Food,3,15492,1,276.23,276.23,55
1004679,Divyeta,P00085342,F,55+,63,1,Karnataka,Southern,Hospitality,Food,1,15491,3,340.82,1022.46,49
1001969,Klamczynski,P00001342,M,26-35,32,0,Madhya Pradesh,Central,IT Sector,Food,1,15490,8,417.64,3341.12,30
1001978,Sathya,P00183242,F,0-17,14,0,Uttar Pradesh,Central,Retail,Food,3,15488,8,27.05,216.4,52
1003569,Badders,P00111842,M,18-25,18,0,Uttar Pradesh,Central,Aviation,Food,3,15488,1,336.92,336.92,54
1005246,Tracy,P00297042,M,18-25,21,0,Andhra Pradesh,Southern,Aviation,Food,1,15486,10,400.3,4003,19
1006037,Marie,P00116242,M,46-50,47,1,Maharashtra,Western,IT Sector,Food,1,15486,9,207.67,1869.03,32
1005277,Patricia,P00148642,F,26-35,31,0,Andhra Pradesh,Southern,Banking,Food,3,15485,3,440.29,1320.87,70
1000438,Bhosale,P00058042,F,18-25,20,0,Rajasthan,Northern,Hospitality,Food,4,15485,10,57.72,577.2,33
1001010,Bremer,P00297842,F,26-35,30,0,Maharashtra,Western,Healthcare,Food,1,15482,2,69.57,139.14,42
1002533,Nidhi,P00192842,M,26-35,35,1,Karnataka,Southern,Textile,Food,2,15481,2,320.22,640.44,55
1000595,Rawles,P00017542,F,26-35,33,1,Maharashtra,Western,Aviation,Food,1,15480,2,222.2,444.4,25
1003971,Selesnick,P00259942,M,18-25,20,0,Uttar Pradesh,Central,Chemical,Food,4,15480,8,53.95,431.6,48
1004279,Soumya,P00069242,F,26-35,26,0,Andhra Pradesh,Southern,IT Sector,Food,3,15477,5,117.79,588.95,51
1005762,Yoseph,P00251242,M,36-45,41,1,Bihar,Eastern,Lawyer,Food,4,15477,1,397.9,397.9,35
1002986,Boyes,P00002942,F,26-35,26,0,Karnataka,Southern,Aviation,Food,4,15477,4,52.23,208.92,63
1004704,Manshul,P00335442,M,18-25,21,1,Uttar Pradesh,Central,IT Sector,Food,1,15477,6,98.75,592.5,35
1002968,Mane,P00001042,M,18-25,18,1,Uttar Pradesh,Central,Retail,Food,1,15476,5,401.26,2006.3,21
1002000,Lycoris,P00110942,F,18-25,20,0,Madhya Pradesh,Central,Healthcare,Food,3,15474,1,365.8,365.8,23
1005132,Justin,P00114742,F,36-45,40,0,Maharashtra,Western,Healthcare,Food,2,15474,1,468.43,468.43,26
1002242,Shruti,P00058142,F,18-25,19,0,Telangana,Southern,IT Sector,Food,2,15474,5,57.36,286.8,19
1005501,Trupti,P00271142,F,26-35,29,0,Karnataka,Southern,Lawyer,Food,2,15473,8,359.47,2875.76,32
1004718,Vaibhav,P00273442,F,36-45,38,1,Maharashtra,Western,Aviation,Food,4,15473,1,498.26,498.26,66
1004917,Jumper,P00285842,F,46-50,46,1,Maharashtra,Western,Aviation,Food,4,15473,1,479.48,479.48,28
1001323,Divyansha,P00274342,M,36-45,44,1,Uttar Pradesh,Central,Banking,Food,2,15473,7,178.03,1246.21,32
